id,text,time,name
4025579587999618,我女朋友今天告诉我她有抑郁症，原来她每隔几天就来留言，我好心疼她，我想让她开心，她和我在一起时就像普通人一样，现在才知道有时候她自己很难受的时候还在安慰我，我一定会好好爱护她，陪她走出来❤ 世界很美好 你们要坚强,Sat Oct 01 01:27:08 +0800 2016,F-uturism
4113553201565661,世界上最遥远的距离 莫过于父母在客厅欢声笑语 你在卧室想着怎么杀死自己,Wed May 31 19:42:52 +0800 2017,·Phildel·
4113473438617173,想起那天，我学校最好的朋友跟我讲，我是同性恋，你会觉得我很恶心吗，我说不会！我有抑郁症，你会觉得我是个怪物吗，他说不会，于是我俩在一起哭了很久,Wed May 31 14:25:55 +0800 2017,等待腐烂的垃圾
4275142881991965,“如果你太累，及时地道别没有罪。”,Mon Aug 20 17:22:34 +0800 2018,取代你的信仰
4113234489200529,来场意外，让我死的毫不意外,Tue May 30 22:36:25 +0800 2017,乌鸦是哑巴
4112668601873930,亲爱的走饭，今天我19岁了，虽然还是一个人，没有蛋糕没有庆祝，但我还是很开心。希望讨厌的夏天快点过去，昨天晚上去买了裙子口红，明天去复诊，我想努力慢慢停药，然后要好好学英语，学车，虽然医生说病了这么些年很难完全痊愈，我自己也知道，但还是想尽量融入正常人的生活，像他们一样。,Mon May 29 09:07:48 +0800 2017,小猴仙zzz
4111207046091252,我开始嫉妒身边每一个人，他们上进又努力，都在变得更好，而我一直在倒退，直到现在退无可退。觉得自己可能会在今年退学...其实退了学我也不知道该干什么，家里的条件让我很难和生活谈条件，但是就这么下去可能就要和死亡谈条件了...每一天都在头痛，说很少的话，一天比一天不像个正常人。,Thu May 25 08:20:06 +0800 2017,红烧噢-
4113900360301683,再也不信任何人  再也不爱任何人  再也不让别人介入我的人生――《被嫌弃的松子的一生》,Thu Jun 01 18:42:21 +0800 2017,特立独行的猫yxy
4113798241817830,过度自卑又过度自尊。。这样活着一点都不轻松,Thu Jun 01 11:56:33 +0800 2017,一条搁浅的咸鱼在岸边叽叽喳喳
4113220857830469,我一亲戚家孩子因为高考抑郁了，我妈把这事说给来我家的另一个亲戚听，然后那人说“这娃的心理素质太差了吧！”呵呵！所以，当时我就想，我绝对，绝对不可以让你们知道我也有抑郁呵！虽然我不是因为考试，我不想成为你们饭后的谈资，哈！你们没有经历过我们的生活，又凭什么高高在上的评论我们！,Tue May 30 21:42:15 +0800 2017,长安同游
4113632113970661,“世界上有那么多正常人在假装精神病，而我这种精神病却每天辛苦地假装成正常人。”,Thu Jun 01 00:56:26 +0800 2017,风扇嗡嗡作响
4113857976468183,他们夺走你的梦想，反对你的爱好，嘲笑你的外表，讽刺你的能力，最后他们说你都是自作自受,Thu Jun 01 15:53:56 +0800 2017,Ruben__A
4112878472623021,有时候觉得没做好准备的死亡是最好的，因为如果让我自杀，我会觉得对不起很多人。,Mon May 29 23:01:44 +0800 2017,张敬轩的爱
4113514413049301,如果有一天走饭的号被关，一定会是我的一个巨大打击。不知道还有哪个地方可以用毫无意义价值的负能量说说来试图寻求干净纯粹的理解。,Wed May 31 17:08:44 +0800 2017,凌溪沐晞
4111612593716110,今天是我生日，你们愿意祝我生日快乐吗,Fri May 26 11:11:35 +0800 2017,你不是真正的快乐995
4113601881369520,我很喜欢的一句话：生活里有一点我不是太喜欢 就是它总让更懂事的人来承受糟糕的感受和结果.可能就是太懂事了才会胡思乱想，别人的一句话，一个动作都会把自己逼进死角，然后很长一段时间走不出来，然后日积月累就有了死的念头.在生活中我看见那些乐天派，总是很羡慕，不像我一件高兴的事要想很久,Wed May 31 22:56:18 +0800 2017,高山流水工尺谱伯牙子期却何处
4107807047020939,有一种默不作声的崩溃。看起来很正常，会说笑、会打闹、会社交，表面平静，实际上心里的糟心事已经积累到一定程度了。不会摔门砸东西，不会流眼泪或歇斯底里。但可能某一秒突然就积累到极致了，也不说话，也不真的崩溃，也不太想活，也不敢去死。 生不对，死不起。,Mon May 15 23:09:42 +0800 2017,好大的zz
4113673481438009,你知道吗，我希望我可以好起来，然后去学心理学，帮助更多的人摆脱抑郁,Thu Jun 01 03:40:50 +0800 2017,程瑾熹
4111754906443712,我能怎么办 性取向这种东西  难道我真的能够改变吗 我是同性恋真的有错吗 真的吗 为什么所有人都在消费这个群体 我不知道 我们到底做错了什么,Fri May 26 20:37:05 +0800 2017,是吧君君
4113896690271184,点个赞，我们来聊会儿天吧……,Thu Jun 01 18:27:46 +0800 2017,-秋兜麻袋-
4113503843488763,一想到可以選擇去死。突然就覺得解脫了。真好。,Wed May 31 16:26:44 +0800 2017,bloodstream___
4113499158848469,锦鲤是假的 星星是假的 你说的话也是骗人的,Wed May 31 16:08:07 +0800 2017,怪物病
4113514232536676,我，需要一场意外，总比活着强吧,Wed May 31 17:08:01 +0800 2017,唐果不吃糖
4113408196670370,我的世界都是黑色我真的好累好累好累我昨天晚上被爸妈骂是个不值得人相信的垃圾废物 为什么只有我一天到晚半死不活没有朝气不下床不吃饭 为什么是我变成这样啊我也想知道啊我也没办法啊,Wed May 31 10:06:40 +0800 2017,草莓牛乳
4113042000598710,"嗨喽 走饭  我最近情绪又不稳定了，看到评论里好多人说失恋 说事业受挫 说学业，就觉得这样我也很羡慕他们，14岁就得抑郁症是什么感觉呢，人生还没开始就结束了，5年来活的像行尸走肉，什么都没有（如果有人看到这条评论的话，不用安慰我啦，谢谢你们<span class=""url-icon""><img alt=[挤眼] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_jiyan-feeb0a726c.png"" style=""width:1em; height:1em;"" /></span>）",Tue May 30 09:51:32 +0800 2017,小猴仙zzz
4113706386274969,从开始在失眠与嗜睡之间来回交替，到整晚整晚的噩梦连连，我总算体会到抑郁症的厉害，本想通过意念把自己拉回来，结果却反被这条黑狗拉到一个无底洞，没完没了的睡眠障碍和生理上的疼痛 一样没落下，全都准确无误的打到我身上，它们好似在对我说：你逃不掉的，每个到这里的人都只有一条出路那就是死亡,Thu Jun 01 05:51:34 +0800 2017,幼稚园大班长-
4113688350441594,先活着吧  说不定哪天就死掉了,Thu Jun 01 04:39:54 +0800 2017,王一博说想要娶我
4113501641290234,并不知道希望是什么，生活的意义只是重复再重复，对不起我没爱过自己。,Wed May 31 16:17:59 +0800 2017,世界也老了十岁
4113498386451692,我知道我再也好不了了,Wed May 31 16:05:03 +0800 2017,我的小朋友为什么那么可爱
4113048391920589,屈原用跳江换来了端午  你说 人只有死了才会被重视吗  才会知道他的痛苦吗,Tue May 30 10:16:56 +0800 2017,一只神经兮兮的喵儿呀
4113041895864072,每天都在讨厌自己，讨厌自己的无能，讨厌自己的丑陋，讨厌自己不能给家人带来希望与快乐，讨厌自己存在于这个世界。 真的 恨透了,Tue May 30 09:51:07 +0800 2017,演碟对碟
4113755036353893,为什么别人可以这么快乐…怎么做到的，我好想学学…,Thu Jun 01 09:04:53 +0800 2017,ylfsdxh
4105889239441247,不想自杀，但是忍不住会想：出门的时候让车撞死，去水边的时候不小心溺死，或者是出任何意外让我死了都行。这是一种什么心理呢？,Wed May 10 16:09:01 +0800 2017,一只特立独行的么凹喵
4105457386188325,抑郁症真的就是一点点小事都可以压垮，一点点孤独都可以让人无处可逃，特别敏感,Tue May 09 11:32:59 +0800 2017,是少女甫阿
4113584985839133,你光心疼人家 谁他妈的心疼你啊,Wed May 31 21:49:11 +0800 2017,碳烤鸡肉丸
4113443143563128,你看 每天都有人来你这里打卡,Wed May 31 12:25:32 +0800 2017,种草安利鹅
4113797025506334,当你承受巨大压力的时候回过头去看 发现掐着你喉咙用高高在上的假仁假义逼你去死的竟然是自己的家庭 还有比这更绝望的事吗 生而为人 真的对不起,Thu Jun 01 11:51:44 +0800 2017,圈圈儿到此一游
4113754474328140,不好意思，又来吵你了，我只是无处可去，不知道跟谁说，只有来到这里心里就会平静一点，可能是因为这里就像是一个大家族吧，每个人都可以理解对方。每个人都是同类。哈哈昨天跟一群人拍照我一个人缩在角落，一朋友说你就像另一个世界的人。哈哈其实我就是另一个世界的人我这样回答。最近感觉人生一片黑,Thu Jun 01 09:02:39 +0800 2017,一条臭盐鱼ya
4113154386997677,我只是突然厌倦这个世界 每个人都带着虚假的面具。我看不明白，他们却能清楚的看着我。,Tue May 30 17:18:07 +0800 2017,夏朩木
4112930225691506,不了 我只想活到三十岁 但其实十七岁的时候我就不想活了,Tue May 30 02:27:24 +0800 2017,帅哥受罪靓女心碎
4113744457425668,这里有没有因为学了不喜欢的专业抑郁的,Thu Jun 01 08:22:52 +0800 2017,橘子辉煌6050507534
4113866616807793,心跳的特别快，慌张，走到哪里都不自在。,Thu Jun 01 16:28:16 +0800 2017,Redundantve
4113856466658821,饭饭，昨天我睡了个好觉。今天虽然也哭过了 但是内心有一种想阳光 想上进的想法诶，我想试一试。我告诉自己 不要用得了病来作为借口让自己不前进 ，这也许是变相的跟自己战斗。我要赢,Thu Jun 01 15:47:56 +0800 2017,小开心熊猫眼
4113644486409873,真烦，于是又开始哭了，停不下来。大家都让我想开点，我也不知道我在想什么，怎样才是开点，我听到反而更难受，我才不要那些安慰，其实很想要抱抱，然而觉得矫情，从没说出口。,Thu Jun 01 01:45:36 +0800 2017,遍歌
4113606117716182,其实我一直不明白为什么会有人不怕事，现在我明白咯，当你的悲伤大过一切可以言喻的感情时，你什么都不怕了。,Wed May 31 23:13:07 +0800 2017,兔叽布库
4112920521162168,如果我妈没把我生下来就好了,Tue May 30 01:48:48 +0800 2017,utckbrsnsfeznjcob
4113594780262162,我是抑郁吗，我是变态吗，我只是厌恶这个令我失望的世界，还是厌恶那个失望的自己。,Wed May 31 22:28:05 +0800 2017,我来接你回家啦
4113602509610922,活得最可悲的是一直在否定自己,Wed May 31 22:58:49 +0800 2017,落叶218
4113558306806882,"愿你们这辈子花光所有运气，也不要获得抑郁症这一种病。<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>",Wed May 31 20:03:09 +0800 2017,鲸生万物
4112767357133158,翻遍了列表也没有找到能说话的人 我真的是一个没什么朋友的人啊,Mon May 29 15:40:12 +0800 2017,Eliaukwd
4113897348423075,可能他们都想不到 坐在他们旁边和他们开心玩了一下午游戏的人 在脑子中想了一天遗书的内容和后事。,Thu Jun 01 18:30:23 +0800 2017,情丝剜下-
4112815314890527,不要向身边的任何说诉说自己抑郁的痛苦，不然结果会更让自己生不如死。,Mon May 29 18:50:46 +0800 2017,玫瑰色的ZX
4113595199635500,哎呀今天确诊了抑郁，我在家的地位一下升到太后,Wed May 31 22:29:45 +0800 2017,血性男子汉L
4113528451396735,去找你 好像需要很大的勇气 可是苟活在这世上的勇气我也没有 你有疼你爱你的妈妈 我的痛却来自于妈妈 怎么办呢 唯一不能选择和抛弃的关系,Wed May 31 18:04:31 +0800 2017,霸气得荔枝女士X
4113805942377100,Some people die at 25 and aren't buried until 75.,Thu Jun 01 12:27:10 +0800 2017,Lucccky-
4113593135728920,抑郁症患者大概是最有上进心的人了,Wed May 31 22:21:33 +0800 2017,longtimesnosee
4113128452720987,饭，我有遗传病，我有一个喜欢的男生，那个男生也喜欢我，可我没法接受他，我说服不了自己，也不想拖累...直到后来，所有的都离我而去了...只有遗传病会伴随我一生...,Tue May 30 15:35:04 +0800 2017,猫咪家庭
4113471149179084,我又来这里看看了。,Wed May 31 14:16:49 +0800 2017,程瑾熹
4113869573671266,我觉得我很难过 但我还能笑出来,Thu Jun 01 16:40:01 +0800 2017,·Phildel·
4113541315103851,走饭，我很难受，我想去死一下，就一下,Wed May 31 18:55:38 +0800 2017,ZL不喜
4113471291132663,就像孤独的人掉进了水了。,Wed May 31 14:17:22 +0800 2017,程瑾熹
4112535445814381,没有人会理解我的这种痛苦，每天都沉受着，没有人会理解我，家人。朋友，同学，没有一个人能理解。几乎每天晚上都在被窝里偷着哭，自己好没用，就像垃圾一样。,Mon May 29 00:18:40 +0800 2017,你还差得远呢yu
4113568468601937,从走饭到任航再到这些数不清的你们，我不断感觉自己被压的有点喘不过气，我不是抑郁症患者，但我还是会感到心痛，不知道该怎样才能帮到你们，可能你们表现的不需要关心。但从内心希望，要是不开心了，请一定一定不要强扯微笑。生命的美好可能在于记得生命中的美好，忘却烦恼。,Wed May 31 20:43:32 +0800 2017,苗_木WM
4113840373005166,真正的离别都是悄无声息的。,Thu Jun 01 14:43:59 +0800 2017,这该死的围墙
4113606876218963,每当我颓废的时候我朋友总是会跟我说，过得比我差的人还多着呢，他们吃不饱穿不暖还有一大堆烦心事。可是为什么我会觉得我更加可怜呢，至少他们还在想着怎么生活下去，我已经丧失了去爱生活的能力。,Wed May 31 23:16:09 +0800 2017,兔叽布库
4110928989752173,活又不想活，死又不敢死，,Wed May 24 13:55:11 +0800 2017,钱免毅
4113038212137496,被嫌弃我也没办法啊 就是没用就是懒就是胆小就是不讨人喜欢就是不敢去死,Tue May 30 09:36:30 +0800 2017,因为无趣
4113020697755772,端午节快乐 有吃粽子吗 大家都很想你哦,Tue May 30 08:26:53 +0800 2017,Withfillng
4113757757620410,为了一个人过不好越来越瘦 而且还是持续性的，难以启齿吧 今后一定要逼自己哦 好好上班,Thu Jun 01 09:15:43 +0800 2017,许大宝啵啵biu
4113785675370697,生而为人，我很抱歉。但既然已经为人，不反抗，又有什么滋味。（局外人）和（人间失格）是两本挺黑暗的书，却已经能在其中体会到光明。不希望自己阴郁，饭，为充满正能量而去，想你同样会支持我。,Thu Jun 01 11:06:38 +0800 2017,老歪脖子树墩_
4113471924545904,可能没人看到我吧。被淹没在评论里。,Wed May 31 14:19:54 +0800 2017,程瑾熹
4113815580234005,饭，还有6天就高考了。晚上很迟才能睡着。我知道，有一天你的微博号会被回收,Thu Jun 01 13:05:29 +0800 2017,Hey_SuZhe
4113766536241020,上帝啊，现在保佑我，保佑我来一场意义，求你了,Thu Jun 01 09:50:36 +0800 2017,想走的风
4113754574434883,要哭没有原因 走在外面只想把自己藏起来 社交恐惧 我知道我病了可是为什么没有人理解我,Thu Jun 01 09:03:02 +0800 2017,张柯i
4113472255980383,想死，真的，可是我又舍不得让亲人心痛。,Wed May 31 14:21:13 +0800 2017,程瑾熹
4113471861886037,喜欢在你这里说说话。,Wed May 31 14:19:39 +0800 2017,程瑾熹
4113471785737322,饭饭，你过得好吗？,Wed May 31 14:19:21 +0800 2017,程瑾熹
4113856072537904,走饭，明年我就大学毕业了，选了我本来就不喜欢的专业，可能我毕业证都拿不到，我不晓得我读了这几年的大学有什么用。饭饭，我想见你了，虽然我不认识你到底是什么样的人，我就想见你，见你应该很快了吧,Thu Jun 01 15:46:22 +0800 2017,来自天枢的我
4113638476424913,儿童节快乐各位   看到我这条评论就快去睡觉吧   儿童节了    开心一点嘛,Thu Jun 01 01:21:43 +0800 2017,王一博说想要娶我
4113627005048740,每天装开心快乐的正常人，很痛苦，开了这个小号来发泄。,Thu Jun 01 00:36:08 +0800 2017,劈叉爱好者
4113626925275136,烦躁 内疚 交替 反复 无尽头,Thu Jun 01 00:35:49 +0800 2017,因为无趣
4113603911142814,"今天十八岁生日，昨天晚上因为太难受吃了安眠药就睡了，一早上起来看见一连串的零点的消息。。桌上一堆信和礼物。。感觉我辜负她们了，我真的快撑不住了。。不要让我再有牵挂好不好。。一身轻地走掉多好，我不想走得愧疚<span class=""url-icon""><img alt=[悲伤] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-f8d6de06c8.png"" style=""width:1em; height:1em;"" /></span>",Wed May 31 23:04:22 +0800 2017,可乐味Sherry
4112687794979268,工作做不下去，深深的自我怀疑，否定自己，没有做任何事的动力，想自杀的念头,Mon May 29 10:24:04 +0800 2017,最后又如何
4113805761970640,人生究竟还有多少不如意我不知道还要流多少眼泪才能形容,Thu Jun 01 12:26:26 +0800 2017,把分数吃了嗷呜
4113795867211961,今天的我也还活着,Thu Jun 01 11:47:09 +0800 2017,irrationalbe
4113693526593044,外面天又亮了。渐渐听见鸟叫声。如果是刚睡醒应该是件很美的事,Thu Jun 01 05:00:28 +0800 2017,自言自语的迷路
4113819494035207,我除了害人我什么也做不了,Thu Jun 01 13:21:00 +0800 2017,我真的错了就让我吃一口饭吧
4113743140531668,今天是六月一日，我就像个没长大的孩子，一直伤害着周围的人。我要是从没来过这个世界，大家会幸福的多吧,Thu Jun 01 08:17:38 +0800 2017,Sin_Salus
4113681518519056,你说我这样的人有未来吗？我觉得谁都比我有用。,Thu Jun 01 04:12:45 +0800 2017,程瑾熹
4113637674604884,我害怕无缘无故的善意 也学会不动声色的接受 ,Thu Jun 01 01:18:32 +0800 2017,WangMAnd陳
4113594473592770,想从这个世界消失，不留一丝痕迹，假装没有来过,Wed May 31 22:26:52 +0800 2017,劈叉爱好者
4113576065000748,如果你要离开，买个保险再走吧，毕竟这是你能为你家人做的最后一件事了,Wed May 31 21:13:43 +0800 2017,dftkod
4113586789734726,真是不懂我妈为什么要生我,Wed May 31 21:56:20 +0800 2017,生煎黄昏
4113875722456370,好姑娘来生比谁都勇敢[加油],Thu Jun 01 17:04:27 +0800 2017,有酒有酒_有酒怀人
4113859314816307,活着真难,Thu Jun 01 15:59:15 +0800 2017,Ruben__A
4113858462996804,儿童节快乐。,Thu Jun 01 15:55:52 +0800 2017,BlueMeredith
4113843577742880,图片评论,Thu Jun 01 14:56:43 +0800 2017,椰奶小桔子
4113691169246079,每天晚上都睡不了 只能眼睁睁地等日出,Thu Jun 01 04:51:06 +0800 2017,会慌慌
4113613293302213,一想到还有明天就让人难过啊，好难熬什么时候才是个头,Wed May 31 23:41:39 +0800 2017,你滴月饼
4113556577895820,想有个人看着我的手腕对我说“笨死你了 疼不疼？” 总是脑补出你的脸,Wed May 31 19:56:17 +0800 2017,·Phildel·
4113885114439893,每天就像行尸走肉，不知道自己要干嘛,Thu Jun 01 17:41:46 +0800 2017,律灵昭
4113784870163372,昨夜残存的理智让我慌不择路的找一些心理网站去拯救自己。可是那些专家除了你好你好你好和一些官方语言之外，不付费就不见了呢。不过里面的网友很给力。希望微博官方不要删除你的这个树洞，不然着七十几万人要去哪里。又希望删掉，没有人来这里诉说是不是就代表一切都好了呢。,Thu Jun 01 11:03:26 +0800 2017,李默默嗯
4113693912272361,我该睡了。暂时逃避这个世界,Thu Jun 01 05:02:00 +0800 2017,自言自语的迷路
4113672349734198,日夜颠倒 真的很崩溃,Thu Jun 01 03:36:19 +0800 2017,会慌慌
4112894263703731,"我身边的人一定是因为上辈子做错了什么事，这辈子才会遇见我<span class=""url-icon""><img alt=[伤心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-934f730572.png"" style=""width:1em; height:1em;"" /></span>",Tue May 30 00:04:29 +0800 2017,·璐璐·
4113790737577960,终于活成了自己最讨厌的样子， 好想以死解脱，却感觉对不起自己的父母,Thu Jun 01 11:26:46 +0800 2017,一别两宽y-
4113782550091793,来个人聊天，不然我会发疯,Thu Jun 01 10:54:14 +0800 2017,逝去的青春1996
4113597141830771,还能再活的够恶心嘛,Wed May 31 22:37:27 +0800 2017,梅溪湖锤子神
4113562354354964,图片评论,Wed May 31 20:19:14 +0800 2017,__北国之春
4113830466291551,我的顾宝宝  被我弄丢了  我很想要他 我前天才和他分开  今天就真的没有了  帮我顶起来  我想要我的顾宝宝看见  顾宝宝  我爱你  顾宝宝  我爱你  顾宝宝  我想你了  顾宝宝  你在哪里  顾宝宝  顾宝宝     顾宝宝  顾宝宝   我的顾宝宝呢  我的顾宝宝呢  我好想你 你的高宝宝在叫你  顾宝宝 我爱你,Thu Jun 01 14:04:37 +0800 2017,江山有幸识丹青
4113784270383831,世界上最可笑的事情是  我知道了真相  你却还在说谎  还说的那么真  那么深,Thu Jun 01 11:01:03 +0800 2017,WangMAnd陳
4113556896810981,我不在乎高考的成绩 我只想赶紧解脱这个束缚,Wed May 31 19:57:33 +0800 2017,·Phildel·
4113411660935008,我真是一丁点挫折都受不起🙃,Wed May 31 10:20:26 +0800 2017,琈梄
4113798945765051,再次相遇比想象中平淡，我不否认我扔想跟她在一起，可这样的自己怎能再回头去拖累她。,Thu Jun 01 11:59:23 +0800 2017,WAYNEWANG_
4113767338308480,听说你已经离开了，看到好多人给你留言说出很多他们的心里话，我被感触到了...为什么你可以离开的悄声无息，而我却连跳下去都有很多顾虑！还没开始说就开始哽咽了，听说了你，便想给你留言和你说说话。祝天堂的你一切安好,Thu Jun 01 09:53:45 +0800 2017,千玺的Lubaby
4113722097746000,觉得自己不适合这个世界,Thu Jun 01 06:54:00 +0800 2017,派大星哥哥呀
4113699280736185,玩了盘狼人杀，全程被悍跳狼拿警徽带着走，好人输啦，但还是开心，至少我没有哭一晚上对吧，我笑着看见了天亮。,Thu Jun 01 05:23:21 +0800 2017,遍歌
4113488622674619,饭饭 我也想睡了 不想醒过来,Wed May 31 15:26:15 +0800 2017,饭了个勺
4113218286307829,求你一刀杀了我吧！！！,Tue May 30 21:32:02 +0800 2017,篱笆前的影子
4112877177113641,我的愿望就是像个普通人一样 可是都做不到,Mon May 29 22:56:35 +0800 2017,2019一定要向前冲吖
4113711784263672,刚才我百度了没钱怎么散心，网友回答是让当乞丐，我要是想上班我还会在网上说嘛，回答真是奇葩，，我现在就五百了，花完了怎么办？我也不知道去哪上班，也没人给我找，,Thu Jun 01 06:13:01 +0800 2017,逝去的青春1996
4113646340048037,总想死在山里 靠！那我不就成山村老尸了！,Thu Jun 01 01:52:58 +0800 2017,·Phildel·
4113630351952962,我第一次来的时候是54万，现在已经73万了，我从去年十月份又开始有强烈的欲望想死，一直熬到现在，讲真，我熬的很痛苦，我真的不知道该怎么办，每天都很绝望，却什么都不能说，还得装作一副正常人的样子。。。又说多了，对了，儿童节快乐啊，楼下的所有人儿童节快乐啊,Thu Jun 01 00:49:26 +0800 2017,一颗三分糖的盐焗小星球
4113625414819117,嘴咧的比王大陆还大 就是不能哭出声,Thu Jun 01 00:29:49 +0800 2017,·Phildel·
4113583371205698,我拼命赚钱，努力工作，为的就是有一天能脱离现在的地方。可是，为什么，我已经伸出手够到我想到达的彼岸了，却又被拖住了腿？为什么我不能恨不能怨？凭什么我不能恨不能怨？就因为这无法选择的血液关系吗？那么，如果我把身上的血液都掉光，是不是我就能摆脱现在的生活？我是不是就能恨能怨了？,Wed May 31 21:42:45 +0800 2017,遇见sky小鸭子
4113178348340643,我心心念念的爱情啊，反而让我变成了别人眼里的神经病 妄想症 疯狗,Tue May 30 18:53:20 +0800 2017,菜脑壳阿呆
4112183190784428,一点也不想打开QQ 大学什么破事都在QQ里说 看一次班群就想死一次,Sun May 28 00:58:56 +0800 2017,HAKUMATAT
4111429206249592,暴露抑郁状态没什么，起码是真实的，最痛苦的是，每天装成快乐开心积极的正常人,Thu May 25 23:02:52 +0800 2017,浅方
4113896274582414,我是一个经常笑的人，但我不是经常开心的人,Thu Jun 01 18:26:07 +0800 2017,落叶218
4113858287346922,"<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span> 超级想发脾气 天气又热又来回跑",Thu Jun 01 15:55:10 +0800 2017,希望是绝望的源头
4113854345091180,在自己最重要的人面前一无是处，觉得自己存在的就是个错误    变成这样自己才是罪魁祸首,Thu Jun 01 15:39:30 +0800 2017,十刻_
